id,account_age,no_follower,no_following,no_userfavourites,no_lists,no_tweets,no_retweets,no_hashtag,no_usermention,no_urls,no_char,no_digits,class
444,123,1839,1824,8,1,7203,706,0,1,1,118,7,spammer
445,963,1435,1515,7,5,2351,0,0,0,1,50,1,spammer
446,964,0,391,0,0,62,0,1,0,1,27,0,spammer
447,146,409,424,467,0,5985,0,1,0,1,55,6,spammer
448,515,2,353,0,0,307,0,0,0,1,20,0,spammer
449,581,5,28,1,0,39,105512,0,1,1,106,0,spammer
450,89,485,1504,1,3,2383,1937,0,1,1,48,4,spammer
451,202,1488,1876,0,3,6049,0,0,0,1,80,6,spammer
452,1789,7278,7817,24,58,6887,0,0,0,2,41,1,spammer
453,2195,433,480,6105,10,64368,3,0,1,1,55,0,spammer
454,893,0,0,0,0,66,0,1,0,1,29,2,spammer
455,194,0,448,1,0,588,0,0,0,1,45,0,spammer
456,807,0,0,0,0,132,0,1,0,1,27,0,spammer
457,960,606,606,150,0,11383,1,2,2,1,94,5,spammer
458,88,433,1625,1,0,2364,2160,0,1,1,33,0,spammer
459,240,7039,7681,773,7,28756,0,0,0,1,75,2,spammer
460,604,2725,2974,13969,4,62488,0,2,2,1,73,5,spammer
461,315,527,1536,344,0,402,0,1,0,1,55,6,spammer
462,131,349,57,3,0,3249,0,1,0,1,80,5,spammer
463,1049,1079,1994,248,2,6489,0,1,0,1,55,6,spammer
464,566,0,336,0,0,729,0,0,0,1,55,0,spammer
465,146,136,47,0,0,1380,0,0,0,1,50,5,spammer
466,119,0,19,3,0,285,0,0,0,1,22,0,spammer
467,703,1707,1617,165,4,8521,0,1,0,1,66,4,spammer
468,1382,418,546,0,3,2145,0,0,0,1,7,0,spammer
469,1008,10,7,0,0,110,0,1,0,1,29,4,spammer
470,169,32,44,11,1,286,63,0,1,1,67,0,spammer
471,885,2908,306,4286,8,16049,0,2,1,1,78,4,spammer
472,394,763,652,6598,2,16022,1,1,2,1,95,1,spammer
473,162,640,1114,39,0,1503,0,2,0,1,107,2,spammer
474,0,0,10,0,0,1,0,0,0,1,0,0,spammer
475,1640,0,240,0,0,335,0,0,0,1,52,4,spammer
476,946,2,1,0,0,94,0,0,0,1,43,0,spammer
477,395,1108,169,2804,0,7164,0,0,0,1,101,8,spammer
478,374,397,335,236,0,442,0,0,0,1,82,5,spammer
479,18,19,8,5,0,295,0,0,0,1,75,2,spammer
480,939,0,2,0,0,112,0,1,0,1,34,0,spammer
481,510,1,8,0,0,26,0,0,0,1,39,1,spammer
482,419,2095,1820,1084,11,12154,0,2,1,1,77,4,spammer
483,139,1409,1756,0,3,19783,0,1,0,1,75,0,spammer
484,69,832,1,18321,0,24545,0,3,0,1,110,3,spammer
485,1719,6,410,0,0,31,0,0,0,2,66,20,spammer
486,5,208,6,6,0,824,255,0,1,1,118,7,spammer
487,506,1206,1151,541,0,14970,0,1,0,1,55,6,spammer
488,39,21,146,0,0,124,0,0,0,1,50,1,spammer
489,40,0,469,1,0,3,0,0,0,1,83,0,spammer
490,856,577,0,0,0,1506,0,3,0,1,53,0,spammer
491,48,145,659,0,0,1135,452,0,1,1,60,0,spammer
492,266,491,398,194,2,15237,0,2,1,1,81,4,spammer
493,1618,16841,194,68,179,8862,0,0,0,1,27,0,spammer
494,584,118,155,3339,0,4574,0,1,0,1,55,6,spammer
495,43,106,681,0,0,888,406,0,1,1,41,0,spammer
496,335,1644,1622,0,0,4355,146,0,1,1,118,7,spammer
497,310,2,17,0,0,2426,0,0,0,1,25,0,spammer
498,0,0,0,0,0,1,0,0,0,1,15,1,spammer
499,1326,34,165,7,0,141,0,0,0,1,38,0,spammer
500,13,11,40,0,1,10,1,0,1,1,15,3,spammer
501,718,4509,4705,978,5,41795,0,0,0,1,67,0,spammer
502,866,445,321,517,0,2992,0,1,0,1,55,6,spammer
503,1376,1349,803,994,6,29109,0,1,0,1,59,5,spammer
504,45,3,6,0,0,1842,0,0,0,1,48,12,spammer
505,1653,3,320,0,0,171,0,0,0,2,23,0,spammer
506,1569,1,0,0,1,395,0,0,0,1,47,4,spammer
507,2101,1274,807,23,75,100773,0,1,0,1,63,6,spammer
508,1307,351,229,408,7,18025,0,1,3,1,104,5,spammer
509,1874,13275,20,0,287,19363,0,0,0,1,89,0,spammer
510,160,1824,2004,8,3,3115,0,0,0,1,23,0,spammer
511,154,466,520,5,0,729,0,0,0,1,57,0,spammer
512,268,271,128,687,0,2000,0,0,0,1,99,6,spammer
513,1251,901,890,1389,0,7643,0,1,0,1,55,6,spammer
514,131,2,1,0,0,106,0,0,0,1,33,0,spammer
515,700,4247,3988,1449,48,14536,0,1,0,1,56,7,spammer
516,155,4,10,0,1,2074,0,2,0,1,69,8,spammer
517,140,222,226,1467,0,6862,0,1,0,1,55,6,spammer
518,900,15,159,32,0,74,3384,0,1,1,45,2,spammer
519,97,537,1922,1,2,2828,197,0,1,1,62,0,spammer
520,654,563,1952,1,0,167,0,1,0,1,58,0,spammer
521,64,309,388,0,0,114,0,0,0,1,45,0,spammer
522,713,68766,61596,7951,54,21794,0,0,0,1,75,2,spammer
523,196,1458,471,154,1,11430,0,2,0,1,74,0,spammer
524,40,0,0,0,0,19,1303,0,1,1,72,0,spammer
525,10,110,18,0,0,1211,17,0,1,1,118,7,spammer
526,1011,24521,3238,139,7,144734,0,2,1,1,100,8,spammer
527,1,258,27,16,0,686,895,0,1,1,118,7,spammer
528,421,51,53,13,0,2168,0,2,0,1,80,2,spammer
529,29,3,46,0,0,130,1889,0,1,1,44,0,spammer
530,282,101,139,16,0,149,0,3,0,1,123,4,spammer
531,59,348,454,0,0,566,0,0,0,1,45,4,spammer
532,1089,268,33,0,6,2853,0,0,0,2,50,4,spammer
533,1691,237,299,1,2,5428,0,0,0,1,26,0,spammer
534,499,553,360,1016,0,23204,0,1,0,1,60,6,spammer
535,288,659,1743,6,2,2614,0,0,0,1,85,0,spammer
536,1452,4,355,0,0,428,0,0,0,2,58,20,spammer
537,7,180,16,22,0,1710,443,0,1,1,118,7,spammer
538,123,245,215,31,0,256,0,0,0,1,76,4,spammer
539,526,1,25,0,0,2075,0,0,0,1,43,0,spammer
540,21,10438,0,0,17,1301,12,0,1,1,45,6,spammer
541,729,0,12,0,0,1012,10,0,1,2,94,20,spammer
542,315,1,16,0,0,712,0,0,0,2,83,20,spammer
543,899,2302,282,50745,42,15241,0,0,0,1,102,9,spammer
544,90,43,24,108,0,233,0,2,0,1,91,2,spammer
545,121,3451,3664,20030,15,29162,0,1,1,1,72,1,spammer
546,82,513,1733,1,2,2429,217,0,1,1,32,0,spammer
547,1033,0,402,0,0,696,0,0,0,2,34,0,spammer
548,190,552,176,925,0,23443,0,2,0,1,61,1,spammer
549,1737,22,58,0,1,111,0,0,0,1,0,0,spammer
550,173,2,16,0,0,560,0,0,0,1,15,0,spammer
551,91,380,1660,1,2,2503,2382,0,1,1,33,0,spammer
552,189,451,121,30814,5,3125,0,1,0,1,55,6,spammer
553,919,5,304,0,0,1324,0,0,0,1,47,3,spammer
554,212,384,329,22,0,13924,0,1,4,1,71,2,spammer
555,316,0,10,0,0,741,0,0,0,1,67,0,spammer
556,623,234,79,7,2,8798,0,1,1,1,59,0,spammer
557,1452,3,319,1,0,48,0,0,0,2,39,2,spammer
558,360,89,0,0,0,9048,0,3,3,1,115,1,spammer
559,441,313,496,6,0,2844,1,1,2,1,92,0,spammer
560,15,0,5,0,0,29,11478,0,1,1,69,0,spammer
561,62,313,14,14,0,2208,103,0,1,1,118,7,spammer
562,839,1349,1999,395,0,5327,0,0,0,1,78,6,spammer
563,1107,403,350,707,0,10200,0,1,0,1,55,6,spammer
564,22,61,58,1,0,30,768,0,1,1,118,7,spammer
565,466,5,1011,0,0,536,0,0,0,2,64,20,spammer
566,1279,2,287,0,0,71,8,0,1,1,86,0,spammer
567,118,9,22,0,0,781,0,0,0,1,48,0,spammer
568,27,0,0,0,0,56,1898,0,1,1,70,1,spammer
569,665,124,281,26,0,2362,0,0,1,1,101,0,spammer
570,458,2,3,0,0,94,0,1,0,1,36,0,spammer
571,746,298,276,1776,1,12714,0,1,0,1,89,13,spammer
572,804,1146,461,1065,3,26395,0,1,0,1,69,2,spammer
573,964,88,59,42,5,27324,0,0,0,1,110,0,spammer
574,613,0,0,0,0,140,0,1,0,1,15,0,spammer
575,69,1578,1350,10,1,12035,0,2,1,1,76,5,spammer
576,939,3,546,0,0,1166,0,0,0,1,50,3,spammer
577,1475,5,6,2,0,129,0,0,0,1,42,0,spammer
578,85,411,1598,1,1,2224,1985,0,1,1,29,0,spammer
579,218,540,97,2,0,4805,0,1,0,1,104,6,spammer
580,1487,1,542,2,0,2548,0,0,0,1,66,4,spammer
581,1036,2,229,0,0,13,0,0,0,1,95,0,spammer
582,325,632,25,527,6,23464,0,1,0,1,94,0,spammer
583,363,2,89,0,0,2198,0,0,0,2,84,20,spammer
584,65,0,1,0,0,80,0,1,0,1,24,0,spammer
585,1058,8,206,3,0,145,20,1,1,1,50,0,spammer
586,839,0,1,0,0,1002,0,0,0,2,51,20,spammer
587,27,1555,179,259,0,188,297,0,1,1,96,0,spammer
588,26,0,0,0,0,28,6344,0,1,1,85,0,spammer
589,90,444,1522,1,0,2412,2464,0,1,1,48,0,spammer
590,52,20,66,0,0,2571,0,0,0,1,96,11,spammer
591,221,568,289,7229,1,3054,0,0,0,1,77,5,spammer
592,2083,18,13,59,0,4427,0,0,0,1,47,1,spammer
593,483,288,415,268,4,24458,0,2,1,1,86,8,spammer
594,972,7,24,9,0,181,0,0,0,1,68,4,spammer
595,485,630,205,95,0,47398,0,1,0,1,63,2,spammer
596,1051,168,384,8,7,1854,0,0,0,2,39,0,spammer
597,548,2293,2153,6328,16,28376,1,2,2,1,100,5,spammer
598,216,123,290,1,0,171,0,1,0,1,85,0,spammer
599,72,9,454,0,0,2530,0,0,0,1,48,0,spammer
600,1098,7020,788,28,0,37901,0,1,0,1,85,6,spammer
601,491,21,39,16,0,10037,0,0,0,1,59,0,spammer
602,183,2156,1306,203,5,23705,0,1,0,1,100,3,spammer
603,219,1287,1308,0,2,4076,0,2,0,1,87,2,spammer
604,20,0,5,0,0,18,0,0,0,1,73,5,spammer
605,24,1158,633,15,0,169,2029,0,1,1,118,4,spammer
606,2,310,208,0,0,666,682,0,1,1,118,7,spammer
607,186,414,208,14,0,14029,481,0,1,1,118,7,spammer
608,44,133,585,0,0,939,2055,0,1,1,27,0,spammer
609,20,108,22,6245,1,8255,0,4,0,1,112,3,spammer
610,24,0,553,16,0,87,410,0,1,1,86,4,spammer
611,1111,1,2,0,0,2,0,0,0,1,0,0,spammer
612,83,48,11,0,0,177,0,1,0,1,49,1,spammer
613,548,0,346,0,0,1154,5,0,1,2,83,22,spammer
614,1291,4,304,0,0,3769,0,0,0,1,47,0,spammer
615,636,577,475,752,1,2596,0,1,0,1,55,6,spammer
616,1535,0,595,0,0,24,0,0,0,1,57,0,spammer
617,791,9915,9286,122,1,7724,824,0,1,1,118,7,spammer
618,82,134,204,127,0,858,0,1,0,1,60,6,spammer
619,132,424,97,319,1,5389,0,1,0,1,55,6,spammer
620,75,289,347,27,0,693,0,1,0,1,55,6,spammer
621,929,655,512,687,1,13489,0,2,0,1,117,1,spammer
622,8,17,25,1,0,8893,0,0,0,6,5,0,spammer
623,719,6,253,0,0,610,0,0,0,1,17,0,spammer
624,88,0,1,0,0,825,0,0,0,2,54,20,spammer
625,408,15,4,0,0,62,0,0,1,1,90,2,spammer
626,1728,15,50,2,0,70,0,0,0,1,70,5,spammer
627,205,588,437,3752,1,12921,0,1,0,1,55,6,spammer
628,981,53,171,272,1,2763,8,0,1,1,140,0,spammer
629,950,1,322,0,0,978,0,0,0,2,76,24,spammer
630,628,6,270,0,0,1386,0,0,0,2,80,21,spammer
631,1212,415,322,1096,2,19918,1,1,1,1,78,4,spammer
632,612,1734,1455,166,1,12982,0,1,0,1,60,6,spammer
633,57,1046,1334,0,0,30754,0,0,0,1,62,0,spammer
634,624,78,87,0,1,619,0,0,0,1,113,0,spammer
635,286,6514,5244,312,3,7940,513,0,1,1,118,7,spammer
636,162,192,8,0,0,31098,0,0,0,1,43,4,spammer
637,13,5,28,0,0,12,0,0,0,1,45,1,spammer
638,1093,2,289,1,0,1,0,0,0,1,0,0,spammer
639,428,1,0,0,0,593,0,0,0,1,41,1,spammer
640,452,1,26,0,0,239,0,0,0,1,35,0,spammer
641,756,0,2,0,0,103,0,0,0,1,62,2,spammer
642,202,1169,1590,0,1,4461,0,0,0,1,111,7,spammer
643,361,1205,1234,0,7,2074,0,0,0,1,67,0,spammer
644,250,110,77,0,0,44661,0,0,0,1,54,0,spammer
645,41,245,914,0,0,1552,540,0,1,1,32,0,spammer
646,409,2221,2225,1619,7,9342,0,0,0,1,80,0,spammer
647,472,0,84,0,0,4,49,0,1,1,50,0,spammer
648,151,226,103,9,0,1496,679,0,1,1,118,7,spammer
649,579,12,15,10,0,5129,0,0,0,1,110,0,spammer
650,194,0,12,0,0,1837,0,0,0,1,57,5,spammer
651,95,451,1818,1,0,2758,1624,0,1,1,45,0,spammer
652,391,1,5,0,0,841,0,0,0,1,39,0,spammer
653,1314,3845,2239,756,2,90092,0,2,1,1,94,1,spammer
654,488,1972,2046,335,1,10893,0,1,0,1,81,0,spammer
655,165,731,533,21,0,8195,0,1,0,1,60,6,spammer
656,468,515,564,142,2,1874,0,1,1,1,110,0,spammer
657,158,1027,538,834,15,19427,0,1,0,1,55,6,spammer
658,356,489,272,9,0,17808,0,1,0,1,103,8,spammer
659,98,446,1749,1,3,2731,2326,0,1,1,47,2,spammer
660,1084,473,685,494,0,19164,1,2,2,1,95,6,spammer
661,631,1025,1248,0,9,25306,0,3,0,1,108,0,spammer
662,254,13,42,0,0,153,0,1,0,1,14,0,spammer
663,981,7,96,91,0,1898,63,0,1,1,30,0,spammer
664,597,6803,498,7,105,9343,0,0,0,1,6,0,spammer
665,374,237,267,73,0,5497,0,2,0,1,88,1,spammer
666,1274,2443,969,1999,0,12675,0,1,0,1,58,9,spammer
667,602,1466,1147,36,1,687,0,2,0,1,102,1,spammer
668,447,213,253,175,0,5243,0,1,0,1,55,6,spammer
669,956,0,0,0,0,137,0,1,0,1,29,0,spammer
670,493,1575,886,677,4,78556,0,1,1,1,76,1,spammer
671,92,331,1501,1,0,2474,483,0,1,1,58,0,spammer
672,98,408,1576,1,0,2535,2203,0,1,1,42,0,spammer
673,6,157,104,6,0,1373,352,0,1,1,118,7,spammer
674,287,420,822,68,0,1768,0,1,0,1,83,0,spammer
675,206,1122,1336,1,2,5530,0,0,0,1,108,0,spammer
676,717,112,205,0,0,219,5,0,1,1,34,0,spammer
677,205,98,70,231,0,5684,0,0,0,1,75,2,spammer
678,751,2,0,0,0,121,0,1,0,1,30,0,spammer
679,767,0,304,3,0,58,5622,0,1,1,45,2,spammer
680,638,1019,480,106,1,17234,0,2,3,1,86,5,spammer
681,1082,2212,1886,5498,4,16651,0,2,1,1,66,4,spammer
682,795,0,1,0,0,3601,2,0,1,2,89,21,spammer
683,161,3344,2932,20896,0,761,0,0,0,1,60,4,spammer
684,333,206,68,20,0,27,0,0,0,1,59,3,spammer
685,1515,1345,1074,463,1,10559,0,1,0,1,55,6,spammer
686,1649,2,21,0,0,1115,0,0,0,1,27,0,spammer
687,587,123,190,2744,1,8806,0,0,1,1,101,0,spammer
688,7,25,31,10,0,448,0,2,0,1,96,2,spammer
689,971,11,53,16,0,806,0,0,0,1,24,0,spammer
690,36,82,131,36,0,117,0,0,0,1,44,2,spammer
691,484,178,151,0,0,1714,0,0,0,1,45,0,spammer
692,671,1,59,0,0,306,0,1,0,1,26,0,spammer
693,467,2007,1776,3585,1,23424,151,0,6,1,118,4,spammer
694,599,3325,3333,15,6,11144,0,1,0,1,55,6,spammer
695,203,1464,466,158,1,13647,0,1,0,1,103,2,spammer
696,229,52,49,159,0,909,0,1,0,1,59,2,spammer
697,972,1562,762,824,0,55393,1,1,2,1,96,3,spammer
698,79,4,12,0,0,170,0,1,0,1,11,0,spammer
699,8,314,163,8,0,624,0,1,0,1,114,0,spammer
700,91,487,91,12,1,7813,0,1,0,1,69,0,spammer
701,576,3,11,0,0,108,0,0,0,1,22,0,spammer
702,1159,0,1,0,0,118,0,1,0,1,19,0,spammer
703,126,2,609,0,0,1185,0,0,0,1,36,1,spammer
704,688,0,359,0,0,841,0,0,0,2,41,20,spammer
705,608,0,1,0,0,1038,0,0,0,1,65,0,spammer
706,265,251,242,29,1,6883,0,1,3,1,103,8,spammer
707,505,2352,1326,301,0,54114,0,1,1,1,91,1,spammer
708,985,795,891,10026,6,54046,0,1,1,1,107,0,spammer
709,652,0,3,0,0,155,0,0,0,1,51,2,spammer
710,178,224,231,0,0,446,0,0,0,1,42,3,spammer
711,1633,1,222,0,0,103,199,0,1,1,45,4,spammer
712,643,610,782,0,1,26111,0,3,0,1,84,0,spammer
713,643,348,321,246,0,10001,0,2,1,1,73,4,spammer
714,119,70,579,0,0,3494,0,0,0,1,60,0,spammer
715,1289,3,844,0,0,16,0,0,0,1,34,1,spammer
716,964,1435,1515,7,5,2533,0,0,0,2,43,3,spammer
717,35,82,86,0,0,696,589,0,1,1,118,7,spammer
718,29,15,52,0,0,127,1604,0,1,1,37,0,spammer
719,94,484,1619,1,0,2504,1597,0,1,1,39,0,spammer
720,696,0,5,0,0,26,0,0,0,1,58,0,spammer
721,698,1,11,0,0,813,0,0,0,1,44,0,spammer
722,1539,13,16,1,0,575,0,0,0,1,40,0,spammer
723,594,2465,291,163,1,60843,0,1,0,1,106,33,spammer
724,62,0,0,0,0,2584,0,0,0,1,52,12,spammer
725,252,153,522,0,0,1474,0,1,0,1,59,2,spammer
726,912,1711,754,15892,58,14196,0,1,0,1,55,6,spammer
727,374,406,547,593,0,2270,0,1,0,1,55,6,spammer
728,0,0,0,0,0,32,0,0,0,2,58,20,spammer
729,946,1,63,1,0,77,0,1,0,1,16,0,spammer
730,32,246,17,5,0,1716,557,0,1,1,118,7,spammer
731,1376,68,215,81,0,4313,0,0,0,2,42,4,spammer
732,452,631,537,65,3,8741,1,1,4,1,125,3,spammer
733,131,329,110,2,0,2768,68,0,1,1,118,7,spammer
734,276,48,44,38,0,135,0,0,0,1,59,3,spammer
735,210,432,158,232,0,5937,0,1,0,1,69,5,spammer
736,937,5,205,0,0,2095,0,0,0,1,39,5,spammer
737,1399,0,1,0,0,22,0,0,0,1,71,0,spammer
738,615,0,0,0,0,52,0,1,0,1,23,0,spammer
739,1161,3,43,0,0,1686,0,0,0,2,65,20,spammer
740,699,22337,24729,77,28,8455,0,0,0,1,113,7,spammer
741,914,124,148,0,0,946,0,0,0,1,29,2,spammer
742,971,20,680,0,0,2363,0,0,0,1,39,2,spammer
743,355,6,456,0,0,1155,0,0,0,1,16,0,spammer
744,413,1,586,0,0,397,0,0,0,1,26,0,spammer
745,28,3,20,1,0,82,0,0,0,1,29,0,spammer
746,221,1298,1293,1,3,4204,0,2,0,1,92,0,spammer
747,810,1,297,0,0,44,0,0,0,1,40,0,spammer
748,840,1,6,0,0,8287,0,0,0,2,1,0,spammer
749,588,2,1,0,0,7,0,0,0,1,46,0,spammer
750,894,1,2,0,0,461,0,0,0,1,20,3,spammer
751,177,0,12,0,0,172,0,0,0,1,28,0,spammer
752,30,792,581,228,0,1739,208,0,1,1,118,7,spammer
753,781,596,1028,235,0,6035,1,2,1,1,118,4,spammer
754,873,1,60,0,0,147,0,1,0,1,17,0,spammer
755,1215,21,108,4,1,108,0,0,0,2,51,2,spammer
756,271,729,1004,4,0,666,0,0,0,1,75,2,spammer
757,224,417,1106,139,0,2169,6,1,2,1,104,4,spammer
758,76,292,2001,89,0,2981,0,0,0,1,51,2,spammer
759,771,1209,1064,360,1,53947,0,1,1,1,85,0,spammer
760,73,35,49,0,0,85,0,0,0,1,24,0,spammer
761,562,6,16,0,0,1153,0,0,0,2,68,20,spammer
762,402,237,172,1,0,7628,0,1,0,1,98,0,spammer
763,4,23,71,40,0,197,0,0,0,1,74,1,spammer
764,24,1101,1875,3,0,793,0,2,0,1,93,1,spammer
765,47,480,428,684,0,2121,319,0,1,1,118,7,spammer
766,427,253,837,152,0,8034,0,2,0,1,65,2,spammer
767,292,80,20,41,0,1602,0,0,0,1,75,2,spammer
768,179,19,52,0,0,510,0,0,0,1,41,0,spammer
769,169,66,103,0,0,875,0,0,0,1,0,0,spammer
770,145,6119,7011,109,0,3846,828,0,6,1,118,4,spammer
771,567,614,461,1129,0,30173,0,1,0,1,66,4,spammer
772,187,4027,4035,289,0,337,0,1,0,1,55,6,spammer
773,17,0,5,0,0,17,1754,0,1,1,85,0,spammer
774,1292,1510,1798,0,23,16660,2,0,1,2,88,33,spammer
775,330,103,11,0,1,33831,0,1,0,1,89,4,spammer
776,622,531,406,1673,0,5175,0,1,0,1,55,6,spammer
777,898,82,68,834,0,5235,1,0,2,1,33,2,spammer
778,802,0,248,1,0,822,0,0,0,1,40,0,spammer
779,419,216,126,454,0,7486,0,0,0,1,76,4,spammer
780,843,1,10,0,0,603,0,1,0,1,4,0,spammer
781,1515,20,72,1,0,29,0,0,0,1,58,2,spammer
782,147,0,14,0,1,60172,0,0,0,1,47,2,spammer
783,1121,1313,1443,776,11,56126,0,1,3,1,101,8,spammer
784,487,172,104,8,0,1799,128,0,1,1,118,7,spammer
785,1226,17513,10925,53,1632,27357,78,0,1,1,47,0,spammer
786,370,8734,8705,3619,10,8110,0,2,0,1,95,0,spammer
787,209,1119,1317,1,2,5734,0,0,0,1,108,0,spammer
788,896,256,1885,0,4,772,0,0,0,1,40,0,spammer
789,1259,70,15,20,0,538,0,0,0,1,77,5,spammer
790,50,1573,1552,62,0,3037,150,0,1,1,118,7,spammer
791,637,42290,24845,3,102,57165,0,2,0,1,57,0,spammer
792,139,251,454,0,0,5088,0,1,0,1,30,0,spammer
793,221,71,71,0,0,3869,0,0,0,1,0,0,spammer
794,1230,9,188,420,0,37,0,0,0,1,34,0,spammer
795,70,189,1675,2740,0,7411,92,5,1,1,107,0,spammer
796,93,11068,494,583,1,7591,0,0,1,1,113,0,spammer
797,196,105,64,286,0,485,0,0,0,1,59,3,spammer
798,461,0,3,0,0,6,0,0,0,1,0,0,spammer
799,27,160,1,8418,0,11137,58,2,1,1,118,0,spammer
800,1054,7024,234,129,24,42076,0,1,0,1,55,6,spammer
801,1207,1,235,0,0,2624,0,0,0,1,48,2,spammer
802,15,2,60,0,0,414,0,0,0,1,18,0,spammer
803,418,920,818,5448,3,17216,0,1,0,1,55,6,spammer
804,1058,3,2,3,0,120,0,1,0,1,32,0,spammer
805,1933,0,189,0,0,95,3,1,1,1,42,2,spammer
806,1320,14,1008,0,0,5,8228,0,1,1,62,0,spammer
807,1048,574,313,1,0,963,0,0,0,2,47,2,spammer
808,173,0,14,0,0,52,0,0,0,1,29,0,spammer
809,102,513,1508,23,0,3905,0,1,0,1,112,6,spammer
810,999,18,105,0,0,69,0,0,0,1,27,0,spammer
811,0,5,127,0,0,3,0,2,0,1,97,2,spammer
812,309,1654,1909,52,1,1557,8561,0,1,1,98,0,spammer
813,636,0,7,0,0,85,0,1,0,1,37,0,spammer
814,177,30031,2087,39,1,4200,0,2,0,1,114,0,spammer
815,816,102,383,6,0,925,0,0,0,1,86,0,spammer
816,861,934,785,136,0,2329,0,1,0,1,44,7,spammer
817,1126,16752,16696,89,143,8366,2,0,1,1,66,0,spammer
818,146,0,0,0,0,1283,0,0,0,1,54,0,spammer
819,580,295,786,401,1,4640,1,2,6,1,124,6,spammer
820,699,0,12,0,0,434,0,0,0,2,25,0,spammer
821,723,294,283,9,1,7436,0,1,0,1,55,6,spammer
822,61,1,11,0,0,119,0,0,0,1,51,5,spammer
823,161,571,531,185,0,3756,0,0,1,1,113,0,spammer
824,687,0,2,1,0,15,0,0,0,1,24,0,spammer
825,0,4,2,0,0,20,0,2,0,1,117,0,spammer
826,264,717,641,0,0,3111,0,5,0,1,118,0,spammer
827,485,0,0,0,0,92,0,1,0,1,21,0,spammer
828,831,1,2,0,0,136,0,1,0,1,34,0,spammer
829,1167,83,172,11,0,179,0,0,0,1,74,0,spammer
830,166,1051,786,202,0,6611,942,0,1,1,118,7,spammer
831,791,45,327,37,0,15945,0,0,0,2,1,0,spammer
832,1493,83,524,0,3,700,0,0,0,1,37,0,spammer
833,545,962,441,81,1,14548,0,1,0,1,44,7,spammer
834,358,1268,2032,26,0,4398,222,0,1,1,118,7,spammer
835,115,2077,2081,123,1,3611,0,2,0,1,62,2,spammer
836,645,827,102,149,2,74555,26,2,1,1,118,0,spammer
837,665,3,273,0,0,62,0,0,0,1,24,0,spammer
838,760,1207,1252,126,9,8207,0,1,0,1,55,6,spammer
839,676,0,4,0,0,834,0,0,0,1,67,4,spammer
840,97,429,1628,1,0,2805,223,0,1,1,42,0,spammer
841,386,0,0,0,0,1876,0,0,0,1,22,0,spammer
842,1023,1,1,0,0,269,0,0,0,1,28,0,spammer
843,1385,28,43,1,0,1304,0,0,0,1,36,1,spammer
844,1711,603,93,0,35,12751,0,2,0,1,74,0,spammer
845,155,61,297,0,0,109,0,1,0,1,57,1,spammer
846,1847,10,34,0,0,1770,0,0,0,2,70,20,spammer
847,235,3,247,0,0,309,0,0,0,2,45,24,spammer
848,1571,2,263,0,0,1080,0,0,0,1,53,0,spammer
849,980,893,755,1635,0,35605,0,1,0,1,55,6,spammer
850,568,761,1146,1707,0,10997,0,1,0,1,55,6,spammer
851,1145,1,2,0,0,181,0,0,0,1,18,0,spammer
852,468,133,78,706,0,1201,0,0,0,1,70,0,spammer
853,64,402,3,0,7,497,0,12,0,1,96,0,spammer
854,83,1479,1153,0,1,5892,17,0,1,1,39,0,spammer
855,14,18,16,1,0,17,0,0,0,1,44,2,spammer
856,421,194,189,260,0,3839,0,1,0,1,55,6,spammer
857,484,2,37,4,0,173,0,0,0,2,44,0,spammer
858,165,954,552,184,1,33829,1,1,2,1,109,5,spammer
859,16,45,10,0,0,14,0,2,0,1,106,2,spammer
860,449,71,178,0,0,270,0,0,1,1,113,0,spammer
861,536,1,180,0,0,12200,0,0,0,1,54,1,spammer
862,972,0,4,0,0,128,0,1,0,1,59,0,spammer
863,714,4,311,0,0,41,0,0,0,2,43,0,spammer
864,381,4,333,0,0,86,0,0,0,2,31,0,spammer
865,995,5,13,0,0,1893,0,0,0,1,20,1,spammer
866,401,126,208,25,3,288,0,4,0,1,89,0,spammer
867,209,1671,1774,1,5,7558,0,0,0,1,108,0,spammer
868,340,896,92,43,1,23736,1,1,1,1,91,2,spammer
869,149,0,304,0,0,945,0,0,0,2,72,24,spammer
870,678,250,174,186,1,1941,16234,0,1,1,98,0,spammer
871,163,488,386,117,0,11131,1,1,2,1,86,2,spammer
872,918,5,304,0,0,1092,0,0,0,1,34,1,spammer
873,757,1,0,0,0,144,0,1,0,1,26,0,spammer
874,363,418,379,0,0,1065,6,0,1,1,37,0,spammer
875,122,39,32,0,0,2984,153,0,1,1,81,0,spammer
876,570,501,1287,1143,0,1178,0,0,2,1,117,1,spammer
877,586,272,92,299,0,561,0,1,0,1,93,4,spammer
878,66,316,1273,0,0,7606,0,1,0,1,69,0,spammer
879,104,358,335,4230,0,5500,0,1,0,1,71,5,spammer
880,1852,45,33,0,2,29,0,0,0,1,50,0,spammer
881,1357,743,509,22,8,11746,0,1,0,1,66,4,spammer
882,1466,1,1,0,0,40,0,0,0,1,32,0,spammer
883,127,3,631,0,0,784,0,0,0,1,22,0,spammer
884,655,0,0,0,0,70,0,1,0,1,24,0,spammer
885,226,531,345,84,0,17321,0,1,1,1,91,0,spammer
886,367,28,64,6,0,360,0,0,0,1,75,2,spammer
887,1660,4,3,0,0,851,0,0,0,1,28,0,spammer
